Source,Target,Weight,Database,QueryCoverage,EValue,SeqIdentity,AlnLength
SIGMAR1,A0A6J5PIE6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.43946188340807174,0.0001881,0.13699999999999998,102
SIGMAR1,A0A6J7WW93_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.484304932735426,0.0009363,0.125,112
SIGMAR1,A0A6J5P768_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.6457399103139013,0.0001574,0.126,150
SIGMAR1,A0A3G5ABI9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.7309417040358744,0.0001574,0.11199999999999999,204
SIGMAR1,A0A6J7WKW3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.452914798206278,0.001119,0.071,112
SIGMAR1,A8HNX0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.8475336322869955,1.221e-05,0.085,200
SIGMAR1,A0A516LL46_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.8026905829596412,3.778e-05,0.113,203
SIGMAR1,A0A481Z9A9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.3991031390134529,0.001055,0.14400000000000002,97
SIGMAR1,A0A6J7WBT0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.6636771300448431,0.0003838,0.087,149
SIGMAR1,A0A6J7WUE4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.4439461883408072,0.0003408,0.11,109
SIGMAR1,A0A7D3QW33_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.4349775784753363,0.0005167,0.075,120
SIGMAR1,AF-Q99720-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,1.0,7.27e-47,1.0,223
SIGMAR1,AF-Q9R0C9-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,1.0,4.344e-42,0.937,223
SIGMAR1,AF-O55242-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,1.0,1.06e-41,0.9009999999999999,223
SIGMAR1,AF-Q7ZWG9-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.968609865470852,2.079e-36,0.652,216
SIGMAR1,AF-Q99720-2-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,1.0,1.432e-37,0.91,223
SIGMAR1,AF-Q99720-5-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,1.0,3.508e-33,0.8290000000000001,223
SIGMAR1,AF-Q99720-3-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,1.0,1.175e-27,0.852,223
SIGMAR1,AF-O55242-2-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,1.0,9.562e-26,0.7440000000000001,223
SIGMAR1,AF-Q55BU8-F1-model_v6 Protein erg2 homolog,1.0,afdb-swissprot,0.9282511210762332,2.799e-21,0.314,207
SIGMAR1,AF-P32352-F1-model_v6 C-8 sterol isomerase ERG2,1.0,afdb-swissprot,0.9103139013452914,3.829e-20,0.31,216
SIGMAR1,"AF-Q4E3K4-F1-model_v6 C-8 sterol isomerase, putative",1.0,afdb-swissprot,0.9237668161434978,1.57e-20,0.34700000000000003,219
SIGMAR1,AF-A0A1D8PCB9-F1-model_v6 C-8 sterol isomerase ERG2,1.0,afdb-swissprot,0.9237668161434978,1.876e-20,0.289,214
SIGMAR1,AF-U7PWX0-F1-model_v6 C-8 sterol isomerase,1.0,afdb-swissprot,0.9372197309417041,2.566e-19,0.3,216
SIGMAR1,"AF-Q582S0-F1-model_v6 C-8 sterol isomerase, putative",1.0,afdb-swissprot,0.9417040358744395,5.154e-20,0.313,220
SIGMAR1,AF-A4I4S3-F1-model_v6 C-8 sterol isomerase-like protein,1.0,afdb-swissprot,0.9417040358744395,7.363e-20,0.29,220
SIGMAR1,AF-C1H516-F1-model_v6 Endosomal sorting complex protein TSG101,1.0,afdb-swissprot,0.9596412556053812,2.023e-19,0.312,221
SIGMAR1,AF-A0A0D2GV44-F1-model_v6 C-8 sterol isomerase,1.0,afdb-swissprot,0.968609865470852,3.254e-19,0.26899999999999996,241
SIGMAR1,AF-A0A0K0EQQ9-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.9820627802690582,1.134e-18,0.21100000000000002,222
SIGMAR1,AF-P87113-F1-model_v6 C-8 sterol isomerase erg2,1.0,afdb-swissprot,0.9417040358744395,1.069e-18,0.294,221
SIGMAR1,AF-A0A3P7EH07-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.968609865470852,6.359e-18,0.215,218
SIGMAR1,AF-A0A1C1CPH0-F1-model_v6 C-8 sterol isomerase,1.0,afdb-swissprot,0.9730941704035875,3.254e-19,0.28600000000000003,241
SIGMAR1,AF-A0A2K6VF96-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.9820627802690582,4.724e-18,0.226,221
SIGMAR1,AF-A0A0N4UAR6-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.9282511210762332,2.648e-17,0.196,209
SIGMAR1,AF-A0A4E9FD03-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.9820627802690582,2.983e-17,0.221,221
SIGMAR1,AF-O02109-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.9192825112107623,2.088e-17,0.201,208
SIGMAR1,AF-A0A077ZEX4-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.7713004484304933,5.736e-17,0.222,189
SIGMAR1,AF-C0NQ14-F1-model_v6 C-8 sterol isomerase,1.0,afdb-swissprot,0.9237668161434978,1.282e-14,0.258,224
SIGMAR1,AF-I1LE39-F1-model_v6 Uncharacterized protein,1.0,afdb-swissprot,0.9461883408071748,3.739e-14,0.209,220
SIGMAR1,AF-I1NGG2-F1-model_v6 ERG2/sigma1 receptor-like protein,1.0,afdb-swissprot,0.9641255605381166,3.32e-14,0.182,225
SIGMAR1,AF-A0A1D6L414-F1-model_v6 C-8 sterol isomerases,1.0,afdb-swissprot,0.9506726457399103,1.09e-13,0.218,229
SIGMAR1,AF-Q99720-4-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.47085201793721976,2.867e-12,0.98,105
SIGMAR1,AF-Q9ZVZ4-F1-model_v6 C-8 sterol isomerase,1.0,afdb-swissprot,0.9775784753363229,2.822e-13,0.185,243
SIGMAR1,AF-A0A0P0W2Z3-F1-model_v6 Os03g0747100 protein (Fragment),1.0,afdb-swissprot,0.9461883408071748,8.732e-13,0.213,229
SIGMAR1,AF-Q9R0C9-2-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.47085201793721976,1.194e-11,0.895,105
SIGMAR1,AF-A0A077ZL84-F1-model_v6 Sigma non-opioid intracellular receptor 1,1.0,afdb-swissprot,0.5336322869955157,4.365e-08,0.24,133
SIGMAR1,AF-A0A0H3GUW4-F1-model_v6 Cupin type-2 domain-containing protein,1.0,afdb-swissprot,0.4977578475336323,8.528e-07,0.135,111
SIGMAR1,AF-Q59013-F1-model_v6 Uncharacterized protein MJ1618,1.0,afdb-swissprot,0.4663677130044843,1.099e-05,0.12300000000000001,113
SIGMAR1,AF-Q9I1F7-F1-model_v6 (S)-ureidoglycine aminohydrolase cupin domain-containing protein,1.0,afdb-swissprot,0.47085201793721976,8.036e-07,0.172,116
SIGMAR1,AF-O06336-F1-model_v6 Cupin type-1 domain-containing protein,1.0,afdb-swissprot,0.47085201793721976,3.347e-06,0.149,114
SIGMAR1,AF-Q9HTP0-F1-model_v6 (S)-ureidoglycine aminohydrolase cupin domain-containing protein,1.0,afdb-swissprot,0.47085201793721976,1.238e-05,0.11800000000000001,110
SIGMAR1,AF-P49452-F1-model_v6 Centromere protein C,1.0,afdb-swissprot,0.4618834080717489,1.992e-05,0.095,105
SIGMAR1,"AF-Q78JT3-F1-model_v6 3-hydroxyanthranilate 3,4-dioxygenase",1.0,afdb-swissprot,0.3542600896860987,0.0001335,0.10099999999999999,79
SIGMAR1,AF-A0A0H3GJN1-F1-model_v6 (S)-ureidoglycine aminohydrolase cupin domain-containing protein,1.0,afdb-swissprot,0.4798206278026906,3.154e-06,0.184,119
SIGMAR1,AF-K0EVG1-F1-model_v6 AraC family transcriptional regulator,1.0,afdb-swissprot,0.39461883408071746,0.0002279,0.079,88
SIGMAR1,AF-P35201-F1-model_v6 Inner kinetochore subunit MIF2,1.0,afdb-swissprot,0.43946188340807174,9.343e-05,0.114,105
SIGMAR1,AF-Q8ZM29-F1-model_v6 Cytoplasmic protein,1.0,afdb-swissprot,0.4663677130044843,5.385e-06,0.18899999999999997,116
SIGMAR1,AF-Q9USR9-F1-model_v6 Inner kinetochore subunit cnp3,1.0,afdb-swissprot,0.5291479820627802,1.238e-05,0.132,121
SIGMAR1,AF-Q03188-F1-model_v6 Centromere protein C,1.0,afdb-swissprot,0.4618834080717489,3.019e-05,0.10400000000000001,105
SIGMAR1,AF-P07874-F1-model_v6 Alginate biosynthesis protein AlgA,1.0,afdb-swissprot,0.38565022421524664,9.343e-05,0.109,91
SIGMAR1,AF-C1HCC8-F1-model_v6 CENP-C homolog,1.0,afdb-swissprot,0.4798206278026906,3.019e-05,0.073,109
SIGMAR1,AF-O86372-F1-model_v6 Beta-D-galactosidase Rv1717,1.0,afdb-swissprot,0.47085201793721976,4.858e-05,0.10800000000000001,111
SIGMAR1,AF-C0NYF3-F1-model_v6 CENP-C homolog,1.0,afdb-swissprot,0.4798206278026906,4.578e-05,0.055,109
SIGMAR1,AF-U7PYZ6-F1-model_v6 CENP-C homolog,1.0,afdb-swissprot,0.4663677130044843,4.065e-05,0.113,106
SIGMAR1,"AF-P46952-F1-model_v6 3-hydroxyanthranilate 3,4-dioxygenase",1.0,afdb-swissprot,0.33183856502242154,0.0004936,0.121,74
SIGMAR1,AF-Q9I2I7-F1-model_v6 (S)-ureidoglycine aminohydrolase cupin domain-containing protein,1.0,afdb-swissprot,0.45739910313901344,3.204e-05,0.11699999999999999,111
SIGMAR1,AF-E9PSW8-F1-model_v6 Centromere protein C,1.0,afdb-swissprot,0.4618834080717489,6.162e-05,0.095,105
SIGMAR1,AF-K0F729-F1-model_v6 Cupin type-2 domain-containing protein,1.0,afdb-swissprot,0.3811659192825112,0.0002419,0.114,87
SOD1,A0A6N0C7H6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,1.0,1.741e-19,0.47,155
SOD1,Q8V3G7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.987012987012987,3.442e-18,0.509,153
SOD1,G8DGN2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,1.0,2.485e-18,0.446,159
SOD1,A0A481SFK2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.7662337662337663,1.602e-11,0.516,118
SOD1,A0A1L3IZQ5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.7792207792207793,2.505e-07,0.35,120
SOD1,A0A223FN00_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.9675324675324676,5.071e-07,0.281,149
SOD1,A0A1C9HIE8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.6428571428571429,0.000151,0.434,99
SOD1,A0A481Z5V7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.9935064935064936,0.003152,0.127,172
SOD1,A0A481Z9U8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.9935064935064936,0.01223,0.121,165
SOD1,W5S600_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,1.0,0.009328,0.129,170
SOD1,AF-P00441-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,3.766e-31,1.0,154
SOD1,AF-P08228-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,1.517e-27,0.8370000000000001,154
SOD1,AF-P07632-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,3.07e-27,0.831,154
SOD1,AF-O73872-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,2.772e-25,0.701,154
SOD1,AF-I1LTN6-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,1.345e-22,0.551,154
SOD1,AF-Q01137-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9805194805194806,2.58e-22,0.609,151
SOD1,AF-P24706-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,3.982e-22,0.56,157
SOD1,AF-P61851-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,4.438e-22,0.61,154
SOD1,"AF-O78310-F1-model_v6 Superoxide dismutase [Cu-Zn] 2, chloroplastic",1.0,afdb-swissprot,1.0,6.489e-22,0.5770000000000001,154
SOD1,AF-A0A3P7DV80-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,4.438e-22,0.5660000000000001,157
SOD1,AF-A0A0H5S192-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,4.686e-22,0.5539999999999999,157
SOD1,AF-Q55GQ5-F1-model_v6 Superoxide dismutase [Cu-Zn] 1,1.0,afdb-swissprot,1.0,4.204e-22,0.564,154
SOD1,AF-Q07449-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,1.464e-21,0.564,156
SOD1,AF-P23345-F1-model_v6 Superoxide dismutase [Cu-Zn] 4A,1.0,afdb-swissprot,0.987012987012987,6.146e-22,0.578,152
SOD1,"AF-P93407-F1-model_v6 Superoxide dismutase [Cu-Zn], chloroplastic",1.0,afdb-swissprot,1.0,1.387e-21,0.5579999999999999,154
SOD1,AF-P23346-F1-model_v6 Superoxide dismutase [Cu-Zn] 4AP,1.0,afdb-swissprot,0.987012987012987,9.486e-22,0.578,152
SOD1,AF-A0A0K0EHJ3-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,8.061e-22,0.605,157
SOD1,AF-I1LR93-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,1.632e-21,0.564,154
SOD1,AF-P11428-F1-model_v6 Superoxide dismutase [Cu-Zn] 2,1.0,afdb-swissprot,0.987012987012987,8.511e-22,0.605,152
SOD1,AF-B4FIC7-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,8.985e-22,0.5720000000000001,152
SOD1,AF-P28757-F1-model_v6 Superoxide dismutase [Cu-Zn] 2,1.0,afdb-swissprot,0.987012987012987,1.92e-21,0.585,152
SOD1,AF-A0A0N4UNI4-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,1.819e-21,0.528,157
SOD1,AF-U7PZ30-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,3.304e-21,0.575,153
SOD1,AF-A0A1C1D247-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,3.888e-21,0.5579999999999999,154
SOD1,AF-Q9FK60-F1-model_v6 Superoxide dismutase [Cu-Zn] 3,1.0,afdb-swissprot,1.0,2.808e-21,0.532,154
SOD1,AF-O18483-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,7.061e-21,0.564,156
SOD1,AF-Q0DRV6-F1-model_v6 Superoxide dismutase [Cu-Zn] 1,1.0,afdb-swissprot,0.987012987012987,1.387e-21,0.568,153
SOD1,AF-A0A804LV79-F1-model_v6 superoxide dismutase,1.0,afdb-swissprot,0.9935064935064936,7.061e-21,0.542,153
SOD1,AF-A0A1D8PLJ3-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,6.001e-21,0.5489999999999999,153
SOD1,AF-C0NTZ2-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,9.778e-21,0.594,153
SOD1,AF-P34697-2-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,5.384e-21,0.5539999999999999,157
SOD1,AF-Q54G70-F1-model_v6 Superoxide dismutase [Cu-Zn] 5,1.0,afdb-swissprot,0.9805194805194806,1.682e-20,0.5760000000000001,151
SOD1,AF-Q0DTX5-F1-model_v6 superoxide dismutase (Fragment),1.0,afdb-swissprot,0.9935064935064936,4.105e-21,0.544,156
SOD1,AF-Q27538-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,7.871e-21,0.532,156
SOD1,AF-A0A0D2DCV8-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,1.354e-20,0.555,153
SOD1,AF-Q7M1R5-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,7.061e-21,0.565,152
SOD1,AF-A0A4E9FE01-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,7.455e-21,0.525,158
SOD1,AF-Q54TU5-F1-model_v6 Superoxide dismutase [Cu-Zn] 4,1.0,afdb-swissprot,0.9805194805194806,2.329e-20,0.585,152
SOD1,AF-P34697-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,1.283e-20,0.5539999999999999,157
SOD1,AF-C1H070-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,2.741e-20,0.555,153
SOD1,AF-I1JRI7-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,3.055e-20,0.5589999999999999,152
SOD1,AF-Q7JR71-2-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,2.459e-20,0.503,159
SOD1,AF-B6TAX5-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,1.682e-20,0.522,155
SOD1,AF-Q7JR71-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,3.405e-20,0.506,158
SOD1,AF-I1MNV0-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,1.43e-20,0.506,160
SOD1,AF-P28758-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,5.859e-20,0.555,153
SOD1,AF-P00445-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,8.113e-20,0.5489999999999999,153
SOD1,AF-P24704-F1-model_v6 Superoxide dismutase [Cu-Zn] 1,1.0,afdb-swissprot,0.987012987012987,4.979e-20,0.526,152
SOD1,AF-Q54TW8-F1-model_v6 Probable superoxide dismutase [Cu-Zn] 6,1.0,afdb-swissprot,0.9805194805194806,6.53e-20,0.47,151
SOD1,AF-I1LKZ2-F1-model_v6 superoxide dismutase,1.0,afdb-swissprot,0.9545454545454546,9.547e-20,0.564,147
SOD1,AF-A0A175VVE0-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.961038961038961,1.473e-19,0.55,149
SOD1,AF-A0A077Z0Y6-F1-model_v6 superoxide dismutase (Fragment),1.0,afdb-swissprot,1.0,7.279e-20,0.449,158
SOD1,AF-A0A0N4US54-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,4.131e-19,0.43,158
SOD1,AF-A0A077Z345-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9805194805194806,4.979e-20,0.556,151
SOD1,AF-O14618-F1-model_v6 Copper chaperone for superoxide dismutase,1.0,afdb-swissprot,0.9805194805194806,1.566e-17,0.483,151
SOD1,AF-Q9JK72-F1-model_v6 Copper chaperone for superoxide dismutase,1.0,afdb-swissprot,0.9805194805194806,1.405e-17,0.49,151
SOD1,AF-Q9WU84-F1-model_v6 Copper chaperone for superoxide dismutase,1.0,afdb-swissprot,0.9805194805194806,2.843e-17,0.483,151
SOD1,AF-F1QCS3-F1-model_v6 Copper chaperone for superoxide dismutase,1.0,afdb-swissprot,0.987012987012987,8.885e-17,0.48,152
SOD1,AF-P34461-1-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,2.289e-17,0.47100000000000003,159
SOD1,AF-P34461-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,2.551e-17,0.46799999999999997,160
SOD1,AF-E1JH26-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9805194805194806,4.059e-16,0.41700000000000004,163
SOD1,"AF-A0A3Q0KTB6-F1-model_v6 Cu/zn superoxide dismutase,putative",1.0,afdb-swissprot,1.0,1.854e-15,0.38,155
SOD1,AF-A5PLA4-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,4.663e-15,0.355,163
SOD1,AF-O09164-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,8.469e-15,0.369,165
SOD1,AF-Q9FK60-2-F1-model_v6 Superoxide dismutase [Cu-Zn] 3,1.0,afdb-swissprot,0.8441558441558441,2.13e-14,0.53,130
SOD1,AF-Q08420-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,1.173e-14,0.387,165
SOD1,AF-P08294-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,2.13e-14,0.371,164
SOD1,AF-P16026-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,6.656e-14,0.392,153
SOD1,AF-E9QIM2-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9935064935064936,2.08e-13,0.374,163
SOD1,AF-A0A0K0EBQ9-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,1.0,2.08e-13,0.358,159
SOD1,AF-A0A0K0EHP9-F1-model_v6 Superoxide dismutase,1.0,afdb-swissprot,1.0,1.548e-12,0.31,158
SOD1,AF-Q9VBK8-F1-model_v6 superoxide dismutase,1.0,afdb-swissprot,0.9935064935064936,2.812e-12,0.292,171
SOD1,AF-Q9BBU5-F1-model_v6 Superoxide dismutase copper chaperone,1.0,afdb-swissprot,0.9935064935064936,1.16e-09,0.254,153
SOD1,AF-A0A1D6E272-F1-model_v6 Superoxide dismutase copper chaperone,1.0,afdb-swissprot,0.987012987012987,1.521e-09,0.25,152
SOD1,"AF-Q9LD47-3-F1-model_v6 Copper chaperone for superoxide dismutase, chloroplastic/cytosolic",1.0,afdb-swissprot,0.987012987012987,1.04e-09,0.26899999999999996,152
SOD1,"AF-Q9LD47-F1-model_v6 Copper chaperone for superoxide dismutase, chloroplastic/cytosolic",1.0,afdb-swissprot,0.9935064935064936,2.479e-09,0.272,154
SOD1,"AF-Q9LD47-2-F1-model_v6 Copper chaperone for superoxide dismutase, chloroplastic/cytosolic",1.0,afdb-swissprot,0.9935064935064936,2.617e-09,0.267,153
SOD1,AF-A0A0N4UJP7-F1-model_v6 Superoxide dismutase,1.0,afdb-swissprot,1.0,4.502e-09,0.275,156
SOD1,"AF-Q7XTY9-F1-model_v6 Copper chaperone for superoxide dismutase, chloroplastic",1.0,afdb-swissprot,0.9935064935064936,3.432e-09,0.235,153
SOD1,AF-Q54RN1-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn] 2,1.0,afdb-swissprot,0.9805194805194806,1.332e-08,0.289,159
SOD1,AF-K0F953-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9545454545454546,1.655e-08,0.257,171
SOD1,AF-P9WGE9-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.987012987012987,1.568e-08,0.259,185
SOD1,AF-Q54RQ1-F1-model_v6 Extracellular superoxide dismutase [Cu-Zn] 3,1.0,afdb-swissprot,0.9935064935064936,6.086e-08,0.282,163
SOD1,AF-Q9CBI6-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.961038961038961,1.332e-08,0.23800000000000002,180
SOD1,AF-Q8ZQF7-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.9675324675324676,1.195e-08,0.267,161
SOD1,AF-A0A8R1XXV0-F1-model_v6 Thyroglobulin type-1 domain-containing protein,1.0,afdb-swissprot,0.987012987012987,1.047e-07,0.266,154
SOD1,AF-O68901-F1-model_v6 Superoxide dismutase [Cu-Zn] 2,1.0,afdb-swissprot,0.974025974025974,3.351e-08,0.254,165
SOD1,AF-P0AGD1-F1-model_v6 Superoxide dismutase [Cu-Zn],1.0,afdb-swissprot,0.974025974025974,7.162e-08,0.254,165
SOD1,AF-A0A0N4UQU6-F1-model_v6 Superoxide dismutase,1.0,afdb-swissprot,0.9935064935064936,3.538e-08,0.212,174
SOD1,AF-A0A4E9FKH5-F1-model_v6 Trypsin Inhibitor like cysteine rich domain containing protein,1.0,afdb-swissprot,0.987012987012987,5.05e-07,0.266,154
SPG11,F8V6X9_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.07531723291035612,0.0003943,0.11699999999999999,187
SPG11,A0A0G2Y407_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.10437986082685223,0.0002219,0.102,263
SPG11,A0A650DC23_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.10069586573884569,0.0003082,0.12,257
SPG11,A0A2I2L3V2_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.1051985264019648,0.0002312,0.10800000000000001,267
SPG11,L7RGU6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.10888252148997135,0.0001199,0.12,282
SPG11,Q5UNZ2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.09905853458862054,0.001195,0.08,248
SPG11,A0A161HV02_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.10028653295128939,0.0007925,0.09300000000000001,267
SPG11,A0A481Z715_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.18460908718788374,0.0005945,0.063,489
SPG11,A0A1S5V227_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.09578387228817029,0.0005945,0.111,252
SPG11,A0A6J5SZJ1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.09987720016373311,0.001467,0.083,262
SPG11,A0A6J7X647_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.08104789193614409,0.002716,0.08900000000000001,213
